Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period)
78,2009,3,19,19,TRUE,0.554332875,59,28,12.4,1,10,77,17,29.95
78,2009,3,19,22,FALSE,0.801925722,59,28,12.4,2,10,86,16,29.96
79,2009,3,20,1,FALSE,0.92866941,54,27,15.6,1,10,90,14,29.95
79,2009,3,20,4,FALSE,0.68175583,54,27,15.6,4,10,93,18,29.95
79,2009,3,20,7,TRUE,0.43484225,54,27,15.6,4,8,96,14,29.96
79,2009,3,20,10,TRUE,0.187928669,54,27,15.6,3,9,83,10,29.97
79,2009,3,20,13,TRUE,0.058984911,54,27,15.6,1,10,75,20,29.94
79,2009,3,20,16,TRUE,0.305898491,54,27,15.6,3,9,83,24,29.91
79,2009,3,20,19,TRUE,0.552812071,54,27,15.6,2,10,83,14,29.9
79,2009,3,20,22,FALSE,0.799725652,54,27,15.6,2,10,86,11,29.91
80,2009,3,21,1,FALSE,0.924863388,52,22,10.9,4,10,83,14,29.93
80,2009,3,21,4,FALSE,0.678961749,52,22,10.9,4,10,86,16,29.92
80,2009,3,21,7,TRUE,0.433060109,52,22,10.9,3,10,77,7,29.95
80,2009,3,21,10,TRUE,0.18715847,52,22,10.9,3,10,69,10,29.97
80,2009,3,21,13,TRUE,0.058743169,52,22,10.9,4,10,77,13,29.97
80,2009,3,21,16,TRUE,0.304644809,52,22,10.9,4,10,78,17,29.95
80,2009,3,21,19,TRUE,0.550546448,52,22,10.9,4,10,80,10,29.93
80,2009,3,21,22,FALSE,0.796448087,52,22,10.9,3,10,74,0,29.94
81,2009,3,22,1,FALSE,0.920980926,49,29,22.1,4,10,86,10,29.95
81,2009,3,22,4,FALSE,0.675749319,49,29,22.1,4,10,77,20,30
81,2009,3,22,7,TRUE,0.430517711,49,29,22.1,3,10,66,26,30.08
81,2009,3,22,10,TRUE,0.185286104,49,29,22.1,2,10,59,29,30.18
81,2009,3,22,13,TRUE,0.059945504,49,29,22.1,2,10,54,26,30.21
81,2009,3,22,16,TRUE,0.305177112,49,29,22.1,1,10,55,26,30.22
81,2009,3,22,19,TRUE,0.550408719,49,29,22.1,1,10,61,26,30.26
81,2009,3,22,22,FALSE,0.795640327,49,29,22.1,1,10,63,16,30.31
82,2009,3,23,1,FALSE,0.917232022,49,29,13.5,0,10,65,5,30.34
82,2009,3,23,4,FALSE,0.672998643,49,29,13.5,0,10,70,5,30.33
82,2009,3,23,7,TRUE,0.428765265,49,29,13.5,1,10,63,7,30.36
82,2009,3,23,10,TRUE,0.184531886,49,29,13.5,0,10,43,18,30.38
82,2009,3,23,13,TRUE,0.059701493,49,29,13.5,0,10,43,16,30.35
82,2009,3,23,16,TRUE,0.303934871,49,29,13.5,1,10,57,28,30.3
82,2009,3,23,19,TRUE,0.54816825,49,29,13.5,1,10,64,16,30.26
82,2009,3,23,22,FALSE,0.792401628,49,29,13.5,0,10,74,14,30.28
83,2009,3,24,1,FALSE,0.914749662,52,27,10.7,1,10,77,8,30.27
83,2009,3,24,4,FALSE,0.671177267,52,27,10.7,0,10,83,0,30.25
83,2009,3,24,7,TRUE,0.427604871,52,27,10.7,1,10,80,3,30.27
83,2009,3,24,10,TRUE,0.184032476,52,27,10.7,0,10,67,6,30.29
83,2009,3,24,13,TRUE,0.059539919,52,27,10.7,1,10,60,17,30.23
83,2009,3,24,16,TRUE,0.303112314,52,27,10.7,1,10,67,21,30.19
83,2009,3,24,19,TRUE,0.546684709,52,27,10.7,2,10,80,22,30.17
83,2009,3,24,22,FALSE,0.790257104,52,27,10.7,2,10,86,11,30.18
84,2009,3,25,1,FALSE,0.911051213,55,27,16.1,2,10,90,7,30.17
84,2009,3,25,4,FALSE,0.668463612,55,27,16.1,1,10,89,3,30.15
84,2009,3,25,7,TRUE,0.425876011,55,27,16.1,1,10,86,5,30.16
84,2009,3,25,10,TRUE,0.18328841,55,27,16.1,2,10,67,11,30.17
84,2009,3,25,13,TRUE,0.059299191,55,27,16.1,2,10,60,20,30.13
84,2009,3,25,16,TRUE,0.301886792,55,27,16.1,3,10,62,24,30.1
84,2009,3,25,19,TRUE,0.544474394,55,27,16.1,2,10,83,31,30.07
84,2009,3,25,22,FALSE,0.787061995,55,27,16.1,2,10,86,25,30.1
85,2009,3,26,1,FALSE,0.908479139,57,27,15.7,3,10,90,17,30.08
85,2009,3,26,4,FALSE,0.666218035,57,27,15.7,2,10,90,10,30.05
85,2009,3,26,7,TRUE,0.423956931,57,27,15.7,1,10,86,11,30.05
85,2009,3,26,10,TRUE,0.181695828,57,27,15.7,1,10,72,7,30.05
85,2009,3,26,13,TRUE,0.060565276,57,27,15.7,1,10,60,17,30.02
85,2009,3,26,16,TRUE,0.30282638,57,27,15.7,2,10,70,24,29.98
85,2009,3,26,19,TRUE,0.545087483,57,27,15.7,2,10,77,22,29.97
85,2009,3,26,22,FALSE,0.787348587,57,27,15.7,0,9,83,20,29.99
86,2009,3,27,1,FALSE,0.904825737,62,28,9.9,0,9,86,11,29.98
86,2009,3,27,4,FALSE,0.663538874,62,28,9.9,0,10,83,13,29.98
86,2009,3,27,7,TRUE,0.422252011,62,28,9.9,1,10,83,6,30.01
86,2009,3,27,10,TRUE,0.180965147,62,28,9.9,1,10,65,0,30.03
86,2009,3,27,13,TRUE,0.060321716,62,28,9.9,1,10,41,14,30.01
86,2009,3,27,16,TRUE,0.301608579,62,28,9.9,1,10,52,18,29.98
86,2009,3,27,19,TRUE,0.542895442,62,28,9.9,1,10,72,13,29.99
86,2009,3,27,22,FALSE,0.784182306,62,28,9.9,0,10,80,9,30
87,2009,3,28,1,FALSE,0.902406417,59,28,12.1,0,10,80,3,29.99
87,2009,3,28,4,FALSE,0.661764706,59,28,12.1,0,10,83,3,29.97
87,2009,3,28,7,TRUE,0.421122995,59,28,12.1,0,9,83,5,30
87,2009,3,28,10,TRUE,0.180481283,59,28,12.1,0,9,78,6,30
87,2009,3,28,13,TRUE,0.060160428,59,28,12.1,1,10,55,11,29.94
87,2009,3,28,16,TRUE,0.300802139,59,28,12.1,3,10,67,20,29.91
87,2009,3,28,19,TRUE,0.54144385,59,28,12.1,2,10,72,21,29.89
87,2009,3,28,22,FALSE,0.782085561,59,28,12.1,2,10,83,20,29.94
88,2009,3,29,1,FALSE,0.89747004,54,28,19.6,1,10,86,21,29.92
88,2009,3,29,4,FALSE,0.657789614,54,28,19.6,4,10,93,23,29.9
88,2009,3,29,7,TRUE,0.418109188,54,28,19.6,1,10,77,18,29.94
88,2009,3,29,10,TRUE,0.178428762,54,28,19.6,1,10,53,9,29.97
88,2009,3,29,13,TRUE,0.061251664,54,28,19.6,1,10,46,22,29.97
88,2009,3,29,16,TRUE,0.300932091,54,28,19.6,0,10,51,26,29.94
88,2009,3,29,19,TRUE,0.540612517,54,28,19.6,0,10,69,23,29.95
88,2009,3,29,22,FALSE,0.780292943,54,28,19.6,0,10,42,13,30.01
89,2009,3,30,1,FALSE,0.895086321,57,32,15.4,0,10,42,28,30.01
89,2009,3,30,4,FALSE,0.656042497,57,32,15.4,0,10,42,24,30.03
89,2009,3,30,7,TRUE,0.416998672,57,32,15.4,1,10,40,16,30.08
89,2009,3,30,10,TRUE,0.177954847,57,32,15.4,1,10,36,13,30.11
89,2009,3,30,13,TRUE,0.061088977,57,32,15.4,0,10,24,3,30.08
89,2009,3,30,16,TRUE,0.300132802,57,32,15.4,1,10,51,23,30.05
89,2009,3,30,19,TRUE,0.539176627,57,32,15.4,1,10,64,18,30.06
89,2009,3,30,22,FALSE,0.778220452,57,32,15.4,0,10,71,9,30.1
90,2009,3,31,1,FALSE,0.891534392,57,27,12.6,0,10,77,6,30.11
90,2009,3,31,4,FALSE,0.653439153,57,27,12.6,0,10,74,5,30.09
90,2009,3,31,7,TRUE,0.415343915,57,27,12.6,1,9,86,3,30.11
90,2009,3,31,10,TRUE,0.177248677,57,27,12.6,1,9,72,3,30.12
90,2009,3,31,13,TRUE,0.060846561,57,27,12.6,3,10,45,16,30.07
90,2009,3,31,16,TRUE,0.298941799,57,27,12.6,2,10,52,25,30.02
90,2009,3,31,19,TRUE,0.537037037,57,27,12.6,2,10,62,31,29.97
90,2009,3,31,22,FALSE,0.775132275,57,27,12.6,2,10,83,26,30
91,2009,4,1,1,FALSE,0.887862797,56,27,19.3,2,10,77,26,29.98
91,2009,4,1,4,FALSE,0.650395778,56,27,19.3,0,10,77,16,29.99
91,2009,4,1,7,TRUE,0.41292876,56,27,19.3,2,10,77,14,30.01
91,2009,4,1,10,TRUE,0.175461741,56,27,19.3,1,10,54,10,30.02
91,2009,4,1,13,TRUE,0.062005277,56,27,19.3,0,10,52,25,30
91,2009,4,1,16,TRUE,0.299472296,56,27,19.3,0,10,60,26,29.95
91,2009,4,1,19,TRUE,0.536939314,56,27,19.3,2,10,80,25,29.93
91,2009,4,1,22,FALSE,0.774406332,56,27,19.3,2,10,86,20,29.97
92,2009,4,2,1,FALSE,0.884362681,54,27,25.1,4,10,93,28,29.97
92,2009,4,2,4,FALSE,0.6478318,54,27,25.1,3,10,86,8,29.94
92,2009,4,2,7,TRUE,0.41130092,54,27,25.1,2,10,89,17,29.96
92,2009,4,2,10,TRUE,0.174770039,54,27,25.1,1,10,75,24,29.98
92,2009,4,2,13,TRUE,0.061760841,54,27,25.1,3,10,75,32,29.96
92,2009,4,2,16,TRUE,0.298291721,54,27,25.1,2,10,64,38,29.89
92,2009,4,2,19,TRUE,0.534822602,54,27,25.1,2,10,74,25,29.91
92,2009,4,2,22,FALSE,0.771353482,54,27,25.1,2,10,80,28,29.94
93,2009,4,3,1,FALSE,0.882044561,51,28,18,1,10,83,22,29.94
93,2009,4,3,4,FALSE,0.646133683,51,28,18,2,10,77,17,29.94
93,2009,4,3,7,TRUE,0.410222805,51,28,18,1,10,71,13,30
93,2009,4,3,10,TRUE,0.174311927,51,28,18,0,10,55,20,30
93,2009,4,3,13,TRUE,0.061598952,51,28,18,0,10,51,26,29.98
93,2009,4,3,16,TRUE,0.29750983,51,28,18,1,10,51,28,29.94
93,2009,4,3,19,TRUE,0.533420708,51,28,18,0,10,69,18,29.95
93,2009,4,3,22,FALSE,0.769331586,51,28,18,0,10,71,14,30
94,2009,4,4,1,FALSE,0.878590078,53,28,6,0,10,80,6,30
94,2009,4,4,4,FALSE,0.643603133,53,28,6,0,10,83,6,30.02
94,2009,4,4,7,TRUE,0.408616188,53,28,6,0,10,77,0,30.04
94,2009,4,4,10,TRUE,0.173629243,53,28,6,0,10,37,3,30.07
94,2009,4,4,13,TRUE,0.061357702,53,28,6,1,10,38,0,30.06
94,2009,4,4,16,TRUE,0.296344648,53,28,6,2,10,32,17,30.02
94,2009,4,4,19,TRUE,0.531331593,53,28,6,1,10,50,16,30.02
94,2009,4,4,22,FALSE,0.766318538,53,28,6,0,10,50,0,30.05
95,2009,4,5,1,FALSE,0.875,59,23,3.5,0,10,46,0,30.06
95,2009,4,5,4,FALSE,0.640625,59,23,3.5,0,10,61,0,30.07
95,2009,4,5,7,TRUE,0.40625,59,23,3.5,1,10,71,0,30.09
95,2009,4,5,10,TRUE,0.171875,59,23,3.5,0,10,58,5,30.1
95,2009,4,5,13,TRUE,0.0625,59,23,3.5,0,10,37,5,30.06
95,2009,4,5,16,TRUE,0.296875,59,23,3.5,0,10,17,9,30.02
95,2009,4,5,19,TRUE,0.53125,59,23,3.5,0,10,17,6,30.02
95,2009,4,5,22,FALSE,0.765625,59,23,3.5,0,10,39,0,30.04
96,2009,4,6,1,FALSE,0.871595331,62,29,6.4,0,10,49,0,30.04
96,2009,4,6,4,FALSE,0.638132296,62,29,6.4,0,10,50,6,30.02
96,2009,4,6,7,TRUE,0.404669261,62,29,6.4,0,10,59,3,30.03
96,2009,4,6,10,TRUE,0.171206226,62,29,6.4,1,10,33,7,30.01
96,2009,4,6,13,TRUE,0.062256809,62,29,6.4,3,10,31,3,29.97
96,2009,4,6,16,TRUE,0.295719844,62,29,6.4,3,10,36,13,29.94
96,2009,4,6,19,TRUE,0.529182879,62,29,6.4,2,10,50,9,29.92
96,2009,4,6,22,FALSE,0.762645914,62,29,6.4,1,10,64,10,29.93
97,2009,4,7,1,FALSE,0.870466321,56,18,9.9,3,10,77,3,29.92
97,2009,4,7,4,FALSE,0.637305699,56,18,9.9,3,10,64,10,29.88
97,2009,4,7,7,TRUE,0.404145078,56,18,9.9,3,10,77,6,29.9
97,2009,4,7,10,TRUE,0.170984456,56,18,9.9,4,9,86,10,29.94
97,2009,4,7,13,TRUE,0.062176166,56,18,9.9,4,10,93,3,29.92
97,2009,4,7,16,TRUE,0.295336788,56,18,9.9,3,10,60,20,29.92
97,2009,4,7,19,TRUE,0.528497409,56,18,9.9,3,10,93,13,29.92
97,2009,4,7,22,FALSE,0.761658031,56,18,9.9,4,10,80,9,29.95
98,2009,4,8,1,FALSE,0.865806452,56,21,9.6,4,10,86,10,29.98
98,2009,4,8,4,FALSE,0.633548387,56,21,9.6,3,10,86,10,29.98
98,2009,4,8,7,TRUE,0.401290323,56,21,9.6,3,10,83,3,30.02
98,2009,4,8,10,TRUE,0.169032258,56,21,9.6,3,10,72,11,30.08
98,2009,4,8,13,TRUE,0.063225806,56,21,9.6,4,10,67,15,30.09
98,2009,4,8,16,TRUE,0.295483871,56,21,9.6,3,10,65,16,30.06
98,2009,4,8,19,TRUE,0.527741935,56,21,9.6,2,10,75,15,30.05
98,2009,4,8,22,FALSE,0.76,56,21,9.6,2,10,75,7,30.07
99,2009,4,9,1,FALSE,0.863577864,53,20,8.8,4,10,77,8,30.05
99,2009,4,9,4,FALSE,0.631917632,53,20,8.8,4,10,77,5,30.03
99,2009,4,9,7,TRUE,0.4002574,53,20,8.8,4,10,74,8,30.02
99,2009,4,9,10,TRUE,0.168597169,53,20,8.8,4,10,77,7,30.01
99,2009,4,9,13,TRUE,0.063063063,53,20,8.8,4,10,64,17,29.97
99,2009,4,9,16,TRUE,0.294723295,53,20,8.8,4,10,77,11,29.92
99,2009,4,9,19,TRUE,0.526383526,53,20,8.8,4,10,77,9,29.89
99,2009,4,9,22,FALSE,0.758043758,53,20,8.8,4,10,80,8,29.88
100,2009,4,10,1,FALSE,0.86025641,54,27,15.8,4,10,83,6,29.86
100,2009,4,10,4,FALSE,0.629487179,54,27,15.8,4,10,86,8,29.83
100,2009,4,10,7,TRUE,0.398717949,54,27,15.8,4,10,83,13,29.85
100,2009,4,10,10,TRUE,0.167948718,54,27,15.8,3,10,67,10,29.89
100,2009,4,10,13,TRUE,0.062820513,54,27,15.8,1,10,58,8,29.88
100,2009,4,10,16,TRUE,0.293589744,54,27,15.8,2,10,64,29,29.88
100,2009,4,10,19,TRUE,0.524358974,54,27,15.8,2,10,71,25,29.89
100,2009,4,10,22,FALSE,0.755128205,54,27,15.8,2,10,80,16,29.93
101,2009,4,11,1,FALSE,0.858056266,54,27,18,1,10,83,16,29.95
101,2009,4,11,4,FALSE,0.627877238,54,27,18,1,10,80,14,29.97
101,2009,4,11,7,TRUE,0.39769821,54,27,18,2,10,74,8,30.04
101,2009,4,11,10,TRUE,0.167519182,54,27,18,2,10,64,18,30.12
101,2009,4,11,13,TRUE,0.062659847,54,27,18,2,10,56,17,30.14
101,2009,4,11,16,TRUE,0.292838875,54,27,18,3,10,67,23,30.15
101,2009,4,11,19,TRUE,0.523017903,54,27,18,3,10,83,16,30.16
101,2009,4,11,22,FALSE,0.753196931,54,27,18,4,10,90,22,30.21
102,2009,4,12,1,FALSE,0.853503185,56,27,17.5,4,10,96,17,30.24
102,2009,4,12,4,FALSE,0.624203822,56,27,17.5,4,10,90,20,30.23
102,2009,4,12,7,TRUE,0.394904459,56,27,17.5,2,10,86,9,30.26
102,2009,4,12,10,TRUE,0.165605096,56,27,17.5,1,10,65,9,30.27
102,2009,4,12,13,TRUE,0.063694268,56,27,17.5,2,10,65,18,30.26
102,2009,4,12,16,TRUE,0.292993631,56,27,17.5,2,10,70,22,30.22
102,2009,4,12,19,TRUE,0.522292994,56,27,17.5,2,10,80,25,30.2
102,2009,4,12,22,FALSE,0.751592357,56,27,17.5,2,10,83,17,30.21
103,2009,4,13,1,FALSE,0.85133418,55,27,19.6,2,10,90,13,30.17
103,2009,4,13,4,FALSE,0.622617535,55,27,19.6,3,10,90,20,30.13
103,2009,4,13,7,TRUE,0.393900889,55,27,19.6,4,10,93,15,30.13
103,2009,4,13,10,TRUE,0.165184244,55,27,19.6,3,10,75,16,30.11
103,2009,4,13,13,TRUE,0.063532402,55,27,19.6,3,10,60,21,30.07
103,2009,4,13,16,TRUE,0.292249047,55,27,19.6,3,10,53,31,30
103,2009,4,13,19,TRUE,0.520965693,55,27,19.6,3,10,69,28,29.96
103,2009,4,13,22,FALSE,0.749682338,55,27,19.6,2,10,71,17,29.97
104,2009,4,14,1,FALSE,0.849176172,50,29,26.6,3,10,71,21,29.96
104,2009,4,14,4,FALSE,0.62103929,50,29,26.6,2,10,61,16,29.96
104,2009,4,14,7,TRUE,0.392902408,50,29,26.6,1,10,58,16,29.97
104,2009,4,14,10,TRUE,0.164765526,50,29,26.6,1,10,47,28,29.95
104,2009,4,14,13,TRUE,0.063371356,50,29,26.6,1,10,49,40,29.94
104,2009,4,14,16,TRUE,0.291508238,50,29,26.6,2,10,61,39,29.91
104,2009,4,14,19,TRUE,0.51964512,50,29,26.6,2,10,68,32,29.92
104,2009,4,14,22,FALSE,0.747782003,50,29,26.6,0,10,63,16,29.97
105,2009,4,15,1,FALSE,0.845959596,49,28,20.5,1,10,66,11,30
105,2009,4,15,4,FALSE,0.618686869,49,28,20.5,0,10,68,5,30.02
105,2009,4,15,7,TRUE,0.391414141,49,28,20.5,0,10,61,17,30.07
105,2009,4,15,10,TRUE,0.164141414,49,28,20.5,1,10,49,21,30.11
105,2009,4,15,13,TRUE,0.063131313,49,28,20.5,1,10,51,25,30.1
105,2009,4,15,16,TRUE,0.29040404,49,28,20.5,1,10,57,30,30.11
105,2009,4,15,19,TRUE,0.517676768,49,28,20.5,1,10,71,28,30.13
105,2009,4,15,22,FALSE,0.744949495,49,28,20.5,1,10,80,17,30.19
106,2009,4,16,1,FALSE,0.84256927,52,27,17.2,1,10,83,15,30.22
106,2009,4,16,4,FALSE,0.615869018,52,27,17.2,2,10,83,17,30.23
106,2009,4,16,7,TRUE,0.389168766,52,27,17.2,3,10,80,15,30.27
106,2009,4,16,10,TRUE,0.162468514,52,27,17.2,1,10,59,3,30.28
106,2009,4,16,13,TRUE,0.064231738,52,27,17.2,1,10,57,21,30.27
106,2009,4,16,16,TRUE,0.29093199,52,27,17.2,3,10,62,24,30.25
106,2009,4,16,19,TRUE,0.517632242,52,27,17.2,2,10,74,29,30.22
106,2009,4,16,22,FALSE,0.744332494,52,27,17.2,1,10,77,22,30.25
107,2009,4,17,1,FALSE,0.839397742,57,28,12.1,1,10,80,11,30.24
107,2009,4,17,4,FALSE,0.613550816,57,28,12.1,1,10,86,0,30.23
107,2009,4,17,7,TRUE,0.38770389,57,28,12.1,1,10,83,0,30.26
107,2009,4,17,10,TRUE,0.161856964,57,28,12.1,3,10,67,6,30.26
107,2009,4,17,13,TRUE,0.063989962,57,28,12.1,3,10,42,14,30.21
107,2009,4,17,16,TRUE,0.289836888,57,28,12.1,2,10,63,26,30.17
107,2009,4,17,19,TRUE,0.515683814,57,28,12.1,2,10,83,13,30.14
107,2009,4,17,22,FALSE,0.74153074,57,28,12.1,4,10,93,20,30.16
108,2009,4,18,1,FALSE,0.838345865,59,30,8.3,2,10,96,9,30.13
108,2009,4,18,4,FALSE,0.612781955,59,30,8.3,1,10,93,3,30.11
108,2009,4,18,7,TRUE,0.387218045,59,30,8.3,4,1.75,96,6,30.15
108,2009,4,18,10,TRUE,0.161654135,59,30,8.3,1,7,83,5,30.14
108,2009,4,18,13,TRUE,0.063909774,59,30,8.3,1,10,49,14,30.09
108,2009,4,18,16,TRUE,0.289473684,59,30,8.3,1,10,53,11,30.06
108,2009,4,18,19,TRUE,0.515037594,59,30,8.3,1,10,75,10,30.05
108,2009,4,18,22,FALSE,0.740601504,59,30,8.3,0,10,80,7,30.07
109,2009,4,19,1,FALSE,0.83625,69,30,3.9,0,10,75,0,30.07
109,2009,4,19,4,FALSE,0.61125,69,30,3.9,0,10,74,0,30.06
109,2009,4,19,7,TRUE,0.38625,69,30,3.9,0,10,78,0,30.09
109,2009,4,19,10,TRUE,0.16125,69,30,3.9,0,10,75,3,30.11
109,2009,4,19,13,TRUE,0.06375,69,30,3.9,0,10,48,0,30.07
109,2009,4,19,16,TRUE,0.28875,69,30,3.9,0,10,43,5,30.02
109,2009,4,19,19,TRUE,0.51375,69,30,3.9,1,10,40,15,30.01
109,2009,4,19,22,FALSE,0.73875,69,30,3.9,0,10,51,5,30.04
110,2009,4,20,1,FALSE,0.833125778,75,31,5.5,0,10,61,3,30.04
110,2009,4,20,4,FALSE,0.608966376,75,31,5.5,0,10,87,0,30.02
110,2009,4,20,7,TRUE,0.384806974,75,31,5.5,1,10,78,3,30.06
110,2009,4,20,10,TRUE,0.160647572,75,31,5.5,1,9,73,7,30.05
110,2009,4,20,13,TRUE,0.063511831,75,31,5.5,1,10,60,6,30
110,2009,4,20,16,TRUE,0.287671233,75,31,5.5,2,10,18,11,29.94
110,2009,4,20,19,TRUE,0.511830635,75,31,5.5,2,10,32,15,29.95
110,2009,4,20,22,FALSE,0.735990037,75,31,5.5,0,10,44,0,29.98
111,2009,4,21,1,FALSE,0.829813665,74,29,6.7,1,10,70,0,29.95
111,2009,4,21,4,FALSE,0.60621118,74,29,6.7,2,10,68,3,29.93
111,2009,4,21,7,TRUE,0.382608696,74,29,6.7,3,10,70,0,29.95
111,2009,4,21,10,TRUE,0.159006211,74,29,6.7,3,10,70,5,29.94
111,2009,4,21,13,TRUE,0.064596273,74,29,6.7,3,10,52,3,29.9
111,2009,4,21,16,TRUE,0.288198758,74,29,6.7,3,10,27,23,29.86
111,2009,4,21,19,TRUE,0.511801242,74,29,6.7,3,10,30,16,29.84
111,2009,4,21,22,FALSE,0.735403727,74,29,6.7,1,10,35,8,29.87
112,2009,4,22,1,FALSE,0.827757125,61,29,13.4,0,10,60,0,29.85
112,2009,4,22,4,FALSE,0.604708798,61,29,13.4,0,10,72,7,29.83
112,2009,4,22,7,TRUE,0.381660471,61,29,13.4,1,10,67,6,29.86
112,2009,4,22,10,TRUE,0.158612144,61,29,13.4,1,10,61,16,29.9
112,2009,4,22,13,TRUE,0.064436183,61,29,13.4,1,10,63,20,29.88
112,2009,4,22,16,TRUE,0.287484511,61,29,13.4,2,10,68,18,29.83
112,2009,4,22,19,TRUE,0.510532838,61,29,13.4,2,10,80,22,29.85
112,2009,4,22,22,FALSE,0.733581165,61,29,13.4,2,10,83,9,29.9
113,2009,4,23,1,FALSE,0.824691358,57,26,10.4,3,10,80,10,29.9
113,2009,4,23,4,FALSE,0.602469136,57,26,10.4,2,10,80,9,29.9
113,2009,4,23,7,TRUE,0.380246914,57,26,10.4,3,10,77,7,29.94
113,2009,4,23,10,TRUE,0.158024691,57,26,10.4,3,10,70,5,29.96
113,2009,4,23,13,TRUE,0.064197531,57,26,10.4,3,10,54,17,29.95
113,2009,4,23,16,TRUE,0.286419753,57,26,10.4,3,10,51,20,29.94
113,2009,4,23,19,TRUE,0.508641975,57,26,10.4,2,10,71,13,29.94
113,2009,4,23,22,FALSE,0.730864198,57,26,10.4,3,10,69,8,29.96
114,2009,4,24,1,FALSE,0.822660099,53,27,24.4,4,10,77,11,29.96
114,2009,4,24,4,FALSE,0.600985222,53,27,24.4,4,10,74,21,29.97
114,2009,4,24,7,TRUE,0.379310345,53,27,24.4,4,10,71,26,30.01
114,2009,4,24,10,TRUE,0.157635468,53,27,24.4,2,10,59,31,30.05
114,2009,4,24,13,TRUE,0.064039409,53,27,24.4,1,10,55,32,30.07
114,2009,4,24,16,TRUE,0.285714286,53,27,24.4,2,10,57,29,30.05
114,2009,4,24,19,TRUE,0.507389163,53,27,24.4,2,10,69,31,30.04
114,2009,4,24,22,FALSE,0.729064039,53,27,24.4,2,10,77,17,30.07
115,2009,4,25,1,FALSE,0.820638821,52,26,18,1,10,83,14,30.08
115,2009,4,25,4,FALSE,0.5995086,52,26,18,2,10,83,5,30.1
115,2009,4,25,7,TRUE,0.378378378,52,26,18,3,10,77,16,30.14
115,2009,4,25,10,TRUE,0.157248157,52,26,18,2,10,64,20,30.17
115,2009,4,25,13,TRUE,0.063882064,52,26,18,1,10,57,23,30.16
115,2009,4,25,16,TRUE,0.285012285,52,26,18,1,10,64,28,30.15
115,2009,4,25,19,TRUE,0.506142506,52,26,18,2,10,74,20,30.13
115,2009,4,25,22,FALSE,0.727272727,52,26,18,2,10,77,31,30.13
116,2009,4,26,1,FALSE,0.817401961,55,26,14.8,3,10,80,20,30.11
116,2009,4,26,4,FALSE,0.596813725,55,26,14.8,3,10,77,14,30.1
116,2009,4,26,7,TRUE,0.37622549,55,26,14.8,2,10,77,16,30.09
116,2009,4,26,10,TRUE,0.155637255,55,26,14.8,1,10,62,3,30.07
116,2009,4,26,13,TRUE,0.06495098,55,26,14.8,1,10,52,14,30.04
116,2009,4,26,16,TRUE,0.285539216,55,26,14.8,1,10,62,22,30.02
116,2009,4,26,19,TRUE,0.506127451,55,26,14.8,1,10,74,21,29.99
116,2009,4,26,22,FALSE,0.726715686,55,26,14.8,3,10,77,14,30.02
117,2009,4,27,1,FALSE,0.814407814,52,26,16.8,4,10,77,11,30.02
117,2009,4,27,4,FALSE,0.594627595,52,26,16.8,4,10,74,10,29.99
117,2009,4,27,7,TRUE,0.374847375,52,26,16.8,3,10,74,11,30
117,2009,4,27,10,TRUE,0.155067155,52,26,16.8,3,10,64,21,29.99
117,2009,4,27,13,TRUE,0.064713065,52,26,16.8,3,10,66,23,30.02
117,2009,4,27,16,TRUE,0.284493284,52,26,16.8,2,10,57,24,30.01
117,2009,4,27,19,TRUE,0.504273504,52,26,16.8,2,10,69,11,30.03
117,2009,4,27,22,FALSE,0.724053724,52,26,16.8,3,10,74,16,30.06
118,2009,4,28,1,FALSE,0.812423873,53,27,14.5,2,10,74,18,30.05
118,2009,4,28,4,FALSE,0.59317905,53,27,14.5,2,10,74,16,30.09
118,2009,4,28,7,TRUE,0.373934227,53,27,14.5,1,10,71,14,30.11
118,2009,4,28,10,TRUE,0.154689403,53,27,14.5,3,10,57,17,30.14
118,2009,4,28,13,TRUE,0.06455542,53,27,14.5,1,10,44,18,30.13
118,2009,4,28,16,TRUE,0.283800244,53,27,14.5,1,10,49,23,30.13
118,2009,4,28,19,TRUE,0.503045067,53,27,14.5,1,10,66,13,30.14
118,2009,4,28,22,FALSE,0.72228989,53,27,14.5,2,10,74,11,30.17
119,2009,4,29,1,FALSE,0.810449575,54,27,15.2,2,10,83,9,30.17
119,2009,4,29,4,FALSE,0.591737546,54,27,15.2,2,10,83,17,30.17
119,2009,4,29,7,TRUE,0.373025516,54,27,15.2,1,10,74,16,30.18
119,2009,4,29,10,TRUE,0.154313487,54,27,15.2,1,10,55,17,30.2
119,2009,4,29,13,TRUE,0.064398542,54,27,15.2,3,10,46,21,30.18
119,2009,4,29,16,TRUE,0.283110571,54,27,15.2,2,10,48,16,30.17
119,2009,4,29,19,TRUE,0.5018226,54,27,15.2,2,10,66,14,30.16
119,2009,4,29,22,FALSE,0.720534629,54,27,15.2,1,10,77,10,30.17
120,2009,4,30,1,FALSE,0.808484848,55,27,12,1,10,77,7,30.18
120,2009,4,30,4,FALSE,0.59030303,55,27,12,1,10,77,10,30.15
120,2009,4,30,7,TRUE,0.372121212,55,27,12,3,10,74,15,30.18
